"file","type","variable","domain","model","experiment","ensemble","time"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_esmrcp85_r1i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","esmrcp85","r1i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_historical_r1i1p1_185001-200512.nc","data","co2","Amon","FIO-ESM","historical","r1i1p1","185001-200512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_historical_r2i1p1_185001-200512.nc","data","co2","Amon","FIO-ESM","historical","r2i1p1","185001-200512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_historical_r3i1p1_185001-200512.nc","data","co2","Amon","FIO-ESM","historical","r3i1p1","185001-200512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp26_r1i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp26","r1i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp26_r2i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp26","r2i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp26_r3i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp26","r3i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp45_r1i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp45","r1i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp45_r2i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp45","r2i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp45_r3i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp45","r3i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp60_r1i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp60","r1i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp60_r2i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp60","r2i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp60_r3i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp60","r3i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp85_r1i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp85","r1i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp85_r2i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp85","r2i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_FIO-ESM_rcp85_r3i1p1_200601-210012.nc","data","co2","Amon","FIO-ESM","rcp85","r3i1p1","200601-210012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_000101-000512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","000101-000512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_000601-001012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","000601-001012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_001101-001512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","001101-001512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_001601-002012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","001601-002012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_002101-002512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","002101-002512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_002601-003012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","002601-003012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_003101-003512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","003101-003512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_003601-004012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","003601-004012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_004101-004512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","004101-004512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_004601-005012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","004601-005012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_005101-005512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","005101-005512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_005601-006012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","005601-006012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_006101-006512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","006101-006512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_006601-007012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","006601-007012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_007101-007512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","007101-007512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_007601-008012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","007601-008012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_008101-008512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","008101-008512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_008601-009012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","008601-009012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_009101-009512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","009101-009512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_009601-010012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","009601-010012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_010101-010512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","010101-010512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_010601-011012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","010601-011012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_011101-011512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","011101-011512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_011601-012012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","011601-012012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_012101-012512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","012101-012512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_012601-013012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","012601-013012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_013101-013512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","013101-013512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_013601-014012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","013601-014012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_014101-014512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","014101-014512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_014601-015012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","014601-015012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_015101-015512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","015101-015512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_015601-016012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","015601-016012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_016101-016512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","016101-016512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_016601-017012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","016601-017012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_017101-017512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","017101-017512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_017601-018012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","017601-018012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_018101-018512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","018101-018512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_018601-019012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","018601-019012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_019101-019512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","019101-019512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p1_019601-020012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p1","019601-020012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_019101-019512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","019101-019512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_019601-020012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","019601-020012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_020101-020512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","020101-020512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_020601-021012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","020601-021012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_021101-021512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","021101-021512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_021601-022012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","021601-022012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_022101-022512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","022101-022512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_022601-023012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","022601-023012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_023101-023512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","023101-023512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_023601-024012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","023601-024012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_024101-024512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","024101-024512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_024601-025012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","024601-025012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_025101-025512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","025101-025512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_025601-026012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","025601-026012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_026101-026512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","026101-026512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_026601-027012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","026601-027012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_027101-027512.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","027101-027512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_1pctCO2_r1i1p2_027601-028012.nc","data","co2","Amon","GFDL-ESM2G","1pctCO2","r1i1p2","027601-028012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_186101-186512.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","186101-186512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_186601-187012.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","186601-187012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_187101-187512.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","187101-187512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_187601-188012.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","187601-188012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_188101-188512.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","188101-188512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_188601-189012.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","188601-189012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_189101-189512.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","189101-189512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_189601-190012.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","189601-190012"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_190101-190512.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","190101-190512"
"/pic/projects/GCAM/CMIP5-KDorheim/archive/co2/co2_Amon_GFDL-ESM2G_esmHistorical_r1i1p1_190601-191012.nc","data","co2","Amon","GFDL-ESM2G","esmHistorical","r1i1p1","190601-191012"
